productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
313,20200316,20200328,20200323,12254,1,39,SO44201,"2,171.29",3578.27
311,20200316,20200328,20200323,28159,1,100,SO44202,"2,171.29",3578.27
312,20200316,20200328,20200323,28149,1,100,SO44203,"2,171.29",3578.27
336,20200316,20200328,20200323,14580,1,100,SO44204,413.15,699.1
312,20200316,20200328,20200323,17285,1,6,SO44205,"2,171.29",3578.27
347,20200317,20200329,20200324,11250,1,98,SO44206,"1,912.15",3399.99
313,20200317,20200329,20200324,28162,1,100,SO44207,"2,171.29",3578.27
347,20200317,20200329,20200324,25879,1,100,SO44208,"1,912.15",3399.99
311,20200317,20200329,20200324,17257,1,6,SO44209,"2,171.29",3578.27
310,20200318,20200330,20200325,13783,1,98,SO44210,"2,171.29",3578.27
313,20200318,20200330,20200325,28154,1,100,SO44211,"2,171.29",3578.27
312,20200318,20200330,20200325,28170,1,100,SO44212,"2,171.29",3578.27
310,20200318,20200330,20200325,17351,1,6,SO44213,"2,171.29",3578.27
311,20200318,20200330,20200325,17332,1,6,SO44214,"2,171.29",3578.27
312,20200319,20200331,20200326,28180,1,100,SO44215,"2,171.29",3578.27
314,20200319,20200331,20200326,13560,1,29,SO44216,"2,171.29",3578.27
310,20200319,20200331,20200326,28148,1,100,SO44217,"2,171.29",3578.27
311,20200319,20200331,20200326,22109,1,19,SO44218,"2,171.29",3578.27
338,20200319,20200331,20200326,14590,1,100,SO44219,413.15,699.1
345,20200319,20200331,20200326,11060,1,6,SO44220,"1,912.15",3399.99
314,20200319,20200331,20200326,17255,1,6,SO44221,"2,171.29",3578.27
311,20200319,20200331,20200326,17258,1,6,SO44222,"2,171.29",3578.27
310,20200320,20200401,20200327,13847,1,98,SO44223,"2,171.29",3578.27
314,20200320,20200401,20200327,28166,1,100,SO44224,"2,171.29",3578.27
322,20200321,20200402,20200328,20060,1,98,SO44225,413.15,699.1
313,20200321,20200402,20200328,12255,1,39,SO44226,"2,171.29",3578.27
349,20200321,20200402,20200328,28401,1,39,SO44227,"1,898.09",3374.99
344,20200321,20200402,20200328,11333,1,98,SO44228,"1,912.15",3399.99
344,20200321,20200402,20200328,25886,1,100,SO44229,"1,912.15",3399.99
312,20200321,20200402,20200328,17241,1,6,SO44230,"2,171.29",3578.27
334,20200321,20200402,20200328,17973,1,39,SO44231,413.15,699.1
312,20200321,20200402,20200328,17334,1,6,SO44232,"2,171.29",3578.27
310,20200322,20200403,20200329,13841,1,98,SO44233,"2,171.29",3578.27
312,20200322,20200403,20200329,28184,1,100,SO44234,"2,171.29",3578.27
313,20200322,20200403,20200329,22117,1,19,SO44235,"2,171.29",3578.27
312,20200322,20200403,20200329,28191,1,100,SO44236,"2,171.29",3578.27
310,20200322,20200403,20200329,17056,1,6,SO44237,"2,171.29",3578.27
311,20200322,20200403,20200329,17079,1,6,SO44238,"2,171.29",3578.27
311,20200323,20200404,20200330,12217,1,39,SO44239,"2,171.29",3578.27
311,20200323,20200404,20200330,13580,1,29,SO44240,"2,171.29",3578.27
313,20200323,20200404,20200330,28155,1,100,SO44241,"2,171.29",3578.27
313,20200323,20200404,20200330,28163,1,100,SO44242,"2,171.29",3578.27
312,20200323,20200404,20200330,17278,1,6,SO44243,"2,171.29",3578.27
312,20200323,20200404,20200330,17329,1,6,SO44244,"2,171.29",3578.27
330,20200323,20200404,20200330,25556,1,6,SO44245,413.15,699.1
312,20200324,20200405,20200331,12219,1,39,SO44246,"2,171.29",3578.27
310,20200324,20200405,20200331,17233,1,6,SO44247,"2,171.29",3578.27
313,20200324,20200405,20200331,17240,1,6,SO44248,"2,171.29",3578.27
313,20200325,20200406,20200401,13845,1,98,SO44249,"2,171.29",3578.27
312,20200325,20200406,20200401,28167,1,100,SO44250,"2,171.29",3578.27
311,20200325,20200406,20200401,28190,1,100,SO44251,"2,171.29",3578.27
312,20200326,20200407,20200402,13777,1,98,SO44252,"2,171.29",3578.27
310,20200326,20200407,20200402,28099,1,100,SO44253,"2,171.29",3578.27
314,20200326,20200407,20200402,28142,1,100,SO44254,"2,171.29",3578.27
340,20200326,20200407,20200402,14585,1,100,SO44255,413.15,699.1
312,20200326,20200407,20200402,17232,1,6,SO44256,"2,171.29",3578.27
313,20200327,20200408,20200403,12212,1,39,SO44257,"2,171.29",3578.27
310,20200327,20200408,20200403,13579,1,29,SO44258,"2,171.29",3578.27
312,20200327,20200408,20200403,28171,1,100,SO44259,"2,171.29",3578.27
312,20200327,20200408,20200403,28194,1,100,SO44260,"2,171.29",3578.27
312,20200327,20200408,20200403,22112,1,19,SO44261,"2,171.29",3578.27
322,20200327,20200408,20200403,20149,1,98,SO44262,413.15,699.1
310,20200327,20200408,20200403,17279,1,6,SO44263,"2,171.29",3578.27
313,20200327,20200408,20200403,17286,1,6,SO44264,"2,171.29",3578.27
320,20200327,20200408,20200403,25557,1,6,SO44265,413.15,699.1
336,20200327,20200408,20200403,25559,1,6,SO44266,413.15,699.1
336,20200328,20200409,20200404,19339,1,29,SO44267,413.15,699.1
312,20200328,20200409,20200404,13820,1,98,SO44268,"2,171.29",3578.27
326,20200329,20200410,20200405,14589,1,100,SO44269,413.15,699.1
314,20200330,20200411,20200406,13794,1,98,SO44270,"2,171.29",3578.27
314,20200330,20200411,20200406,13846,1,98,SO44271,"2,171.29",3578.27
311,20200330,20200411,20200406,12256,1,39,SO44272,"2,171.29",3578.27
311,20200330,20200411,20200406,28147,1,100,SO44273,"2,171.29",3578.27
314,20200330,20200411,20200406,28152,1,100,SO44274,"2,171.29",3578.27
311,20200330,20200411,20200406,17256,1,6,SO44275,"2,171.29",3578.27
313,20200330,20200411,20200406,17277,1,6,SO44276,"2,171.29",3578.27
311,20200330,20200411,20200406,17288,1,6,SO44277,"2,171.29",3578.27
310,20200330,20200411,20200406,17293,1,6,SO44278,"2,171.29",3578.27
313,20200330,20200411,20200406,17326,1,6,SO44279,"2,171.29",3578.27
314,20200331,20200412,20200407,14429,1,98,SO44320,"2,171.29",3578.27
311,20200331,20200412,20200407,28222,1,100,SO44321,"2,171.29",3578.27
328,20200331,20200412,20200407,17975,1,39,SO44322,413.15,699.1
344,20200331,20200412,20200407,11072,1,6,SO44323,"1,912.15",3399.99
311,20200401,20200413,20200408,12267,1,39,SO44324,"2,171.29",3578.27
351,20200401,20200413,20200408,11095,1,6,SO44325,"1,898.09",3374.99
312,20200401,20200413,20200408,17728,1,6,SO44326,"2,171.29",3578.27
314,20200402,20200414,20200409,28598,1,100,SO44327,"2,171.29",3578.27
310,20200402,20200414,20200409,17921,1,6,SO44328,"2,171.29",3578.27
311,20200402,20200414,20200409,17904,1,6,SO44329,"2,171.29",3578.27
312,20200402,20200414,20200409,28199,1,100,SO44330,"2,171.29",3578.27
311,20200403,20200415,20200410,28257,1,100,SO44331,"2,171.29",3578.27
310,20200403,20200415,20200410,17510,1,6,SO44332,"2,171.29",3578.27
345,20200404,20200416,20200411,11343,1,98,SO44333,"1,912.15",3399.99
311,20200404,20200416,20200411,28273,1,100,SO44334,"2,171.29",3578.27
324,20200404,20200416,20200411,20165,1,98,SO44335,413.15,699.1
345,20200404,20200416,20200411,25895,1,100,SO44336,"1,912.15",3399.99
351,20200404,20200416,20200411,11097,1,6,SO44337,"1,898.09",3374.99
314,20200404,20200416,20200411,18188,1,6,SO44338,"2,171.29",3578.27
311,20200404,20200416,20200411,18189,1,6,SO44339,"2,171.29",3578.27
314,20200404,20200416,20200411,17354,1,6,SO44340,"2,171.29",3578.27
348,20200405,20200417,20200412,25905,1,100,SO44341,"1,898.09",3374.99
320,20200405,20200417,20200412,14610,1,100,SO44342,413.15,699.1
314,20200405,20200417,20200412,17920,1,6,SO44343,"2,171.29",3578.27
310,20200406,20200418,20200413,14427,1,98,SO44344,"2,171.29",3578.27
313,20200406,20200418,20200413,28200,1,100,SO44345,"2,171.29",3578.27
336,20200406,20200418,20200413,14602,1,100,SO44346,413.15,699.1
312,20200406,20200418,20200413,17911,1,6,SO44347,"2,171.29",3578.27
313,20200407,20200419,20200414,14159,1,98,SO44348,"2,171.29",3578.27
311,20200407,20200419,20200414,28243,1,100,SO44349,"2,171.29",3578.27
312,20200407,20200419,20200414,28244,1,100,SO44350,"2,171.29",3578.27
314,20200407,20200419,20200414,28271,1,100,SO44351,"2,171.29",3578.27
311,20200407,20200419,20200414,28297,1,100,SO44352,"2,171.29",3578.27
326,20200407,20200419,20200414,14591,1,100,SO44353,413.15,699.1
336,20200407,20200419,20200414,14603,1,100,SO44354,413.15,699.1
347,20200407,20200419,20200414,11093,1,6,SO44355,"1,912.15",3399.99
345,20200407,20200419,20200414,11099,1,6,SO44356,"1,912.15",3399.99
310,20200407,20200419,20200414,17511,1,6,SO44357,"2,171.29",3578.27
310,20200407,20200419,20200414,17732,1,6,SO44358,"2,171.29",3578.27
311,20200408,20200420,20200415,14525,1,98,SO44359,"2,171.29",3578.27
311,20200408,20200420,20200415,14158,1,98,SO44360,"2,171.29",3578.27
310,20200408,20200420,20200415,13686,1,29,SO44361,"2,171.29",3578.27
310,20200408,20200420,20200415,28259,1,100,SO44362,"2,171.29",3578.27
312,20200408,20200420,20200415,28285,1,100,SO44363,"2,171.29",3578.27
348,20200408,20200420,20200415,11092,1,6,SO44364,"1,898.09",3374.99
313,20200408,20200420,20200415,17912,1,6,SO44365,"2,171.29",3578.27
313,20200408,20200420,20200415,17502,1,6,SO44366,"2,171.29",3578.27
328,20200408,20200420,20200415,25562,1,6,SO44367,413.15,699.1
314,20200409,20200421,20200416,14150,1,98,SO44368,"2,171.29",3578.27
310,20200409,20200421,20200416,28250,1,100,SO44369,"2,171.29",3578.27
313,20200409,20200421,20200416,18193,1,6,SO44370,"2,171.29",3578.27
311,20200409,20200421,20200416,17514,1,6,SO44371,"2,171.29",3578.27
310,20200409,20200421,20200416,17736,1,6,SO44372,"2,171.29",3578.27
310,20200410,20200422,20200417,13767,1,29,SO44373,"2,171.29",3578.27
310,20200410,20200422,20200417,14157,1,98,SO44374,"2,171.29",3578.27
310,20200410,20200422,20200417,14183,1,98,SO44375,"2,171.29",3578.27
349,20200410,20200422,20200417,29399,1,29,SO44376,"1,898.09",3374.99
310,20200410,20200422,20200417,28234,1,100,SO44377,"2,171.29",3578.27
349,20200410,20200422,20200417,25903,1,100,SO44378,"1,898.09",3374.99
351,20200410,20200422,20200417,11080,1,6,SO44379,"1,898.09",3374.99
310,20200410,20200422,20200417,17915,1,6,SO44380,"2,171.29",3578.27
313,20200411,20200423,20200418,14191,1,98,SO44381,"2,171.29",3578.27
347,20200411,20200423,20200418,11341,1,98,SO44382,"1,912.15",3399.99
310,20200411,20200423,20200418,28268,1,100,SO44383,"2,171.29",3578.27
311,20200411,20200423,20200418,28296,1,100,SO44384,"2,171.29",3578.27
314,20200411,20200423,20200418,28298,1,100,SO44385,"2,171.29",3578.27
312,20200411,20200423,20200418,28587,1,100,SO44386,"2,171.29",3578.27
351,20200411,20200423,20200418,11096,1,6,SO44387,"1,898.09",3374.99
310,20200411,20200423,20200418,17924,1,6,SO44388,"2,171.29",3578.27
313,20200411,20200423,20200418,17925,1,6,SO44389,"2,171.29",3578.27
314,20200411,20200423,20200418,17353,1,6,SO44390,"2,171.29",3578.27
313,20200411,20200423,20200418,17730,1,6,SO44391,"2,171.29",3578.27
314,20200411,20200423,20200418,17910,1,6,SO44392,"2,171.29",3578.27
345,20200412,20200424,20200419,29398,1,29,SO44393,"1,912.15",3399.99
313,20200412,20200424,20200419,28246,1,100,SO44394,"2,171.29",3578.27
314,20200412,20200424,20200419,28339,1,100,SO44395,"2,171.29",3578.27
345,20200412,20200424,20200419,25901,1,100,SO44396,"1,912.15",3399.99
330,20200412,20200424,20200419,14596,1,100,SO44397,413.15,699.1
312,20200412,20200424,20200419,17733,1,6,SO44398,"2,171.29",3578.27
311,20200413,20200425,20200420,28240,1,100,SO44399,"2,171.29",3578.27
312,20200413,20200425,20200420,28588,1,100,SO44400,"2,171.29",3578.27
312,20200413,20200425,20200420,17515,1,6,SO44401,"2,171.29",3578.27
314,20200414,20200426,20200421,13666,1,29,SO44402,"2,171.29",3578.27
350,20200414,20200426,20200421,19844,1,19,SO44403,"1,898.09",3374.99
314,20200415,20200427,20200422,28221,1,100,SO44404,"2,171.29",3578.27
310,20200415,20200427,20200422,28224,1,100,SO44405,"2,171.29",3578.27
313,20200415,20200427,20200422,28299,1,100,SO44406,"2,171.29",3578.27
351,20200415,20200427,20200422,11077,1,6,SO44407,"1,898.09",3374.99
351,20200415,20200427,20200422,11103,1,6,SO44408,"1,898.09",3374.99
320,20200415,20200427,20200422,25563,1,6,SO44409,413.15,699.1
310,20200416,20200428,20200423,28223,1,100,SO44410,"2,171.29",3578.27
312,20200416,20200428,20200423,28584,1,100,SO44411,"2,171.29",3578.27
349,20200416,20200428,20200423,11100,1,6,SO44412,"1,898.09",3374.99
310,20200417,20200429,20200424,13606,1,29,SO44413,"2,171.29",3578.27
311,20200417,20200429,20200424,28340,1,100,SO44414,"2,171.29",3578.27
312,20200417,20200429,20200424,28355,1,100,SO44415,"2,171.29",3578.27
345,20200417,20200429,20200424,11069,1,6,SO44416,"1,912.15",3399.99
311,20200417,20200429,20200424,17917,1,6,SO44417,"2,171.29",3578.27
311,20200417,20200429,20200424,17919,1,6,SO44418,"2,171.29",3578.27
310,20200417,20200429,20200424,17352,1,6,SO44419,"2,171.29",3578.27
311,20200417,20200429,20200424,17512,1,6,SO44420,"2,171.29",3578.27
313,20200418,20200430,20200425,13607,1,29,SO44421,"2,171.29",3578.27
326,20200418,20200430,20200425,19353,1,29,SO44422,413.15,699.1
313,20200418,20200430,20200425,28586,1,100,SO44423,"2,171.29",3578.27
312,20200418,20200430,20200425,17916,1,6,SO44424,"2,171.29",3578.27
311,20200418,20200430,20200425,17504,1,6,SO44425,"2,171.29",3578.27
314,20200419,20200501,20200426,13770,1,29,SO44426,"2,171.29",3578.27
314,20200419,20200501,20200426,14146,1,98,SO44427,"2,171.29",3578.27
313,20200419,20200501,20200426,28362,1,100,SO44428,"2,171.29",3578.27
314,20200419,20200501,20200426,28583,1,100,SO44429,"2,171.29",3578.27
313,20200419,20200501,20200426,17927,1,6,SO44430,"2,171.29",3578.27
312,20200419,20200501,20200426,17725,1,6,SO44431,"2,171.29",3578.27
314,20200420,20200502,20200427,14165,1,98,SO44432,"2,171.29",3578.27
312,20200420,20200502,20200427,28270,1,100,SO44433,"2,171.29",3578.27
310,20200420,20200502,20200427,28580,1,100,SO44434,"2,171.29",3578.27
312,20200421,20200503,20200428,28573,1,100,SO44435,"2,171.29",3578.27
322,20200421,20200503,20200428,26630,1,19,SO44436,413.15,699.1
344,20200421,20200503,20200428,11076,1,6,SO44437,"1,912.15",3399.99
312,20200421,20200503,20200428,17909,1,6,SO44438,"2,171.29",3578.27
310,20200422,20200504,20200429,14195,1,98,SO44439,"2,171.29",3578.27
312,20200422,20200504,20200429,12261,1,39,SO44440,"2,171.29",3578.27
312,20200422,20200504,20200429,22118,1,19,SO44441,"2,171.29",3578.27
334,20200422,20200504,20200429,14599,1,100,SO44442,413.15,699.1
310,20200422,20200504,20200429,17370,1,6,SO44443,"2,171.29",3578.27
311,20200424,20200506,20200501,13697,1,29,SO44444,"2,171.29",3578.27
314,20200425,20200507,20200502,17478,1,6,SO44445,"2,171.29",3578.27
313,20200425,20200507,20200502,17914,1,6,SO44446,"2,171.29",3578.27
312,20200426,20200508,20200503,12265,1,39,SO44447,"2,171.29",3578.27
311,20200426,20200508,20200503,28264,1,100,SO44448,"2,171.29",3578.27
312,20200426,20200508,20200503,28293,1,100,SO44449,"2,171.29",3578.27
310,20200426,20200508,20200503,28294,1,100,SO44450,"2,171.29",3578.27
313,20200426,20200508,20200503,28295,1,100,SO44451,"2,171.29",3578.27
332,20200426,20200508,20200503,20164,1,98,SO44452,413.15,699.1
310,20200426,20200508,20200503,17923,1,6,SO44453,"2,171.29",3578.27
310,20200426,20200508,20200503,17926,1,6,SO44454,"2,171.29",3578.27
312,20200426,20200508,20200503,17513,1,6,SO44455,"2,171.29",3578.27
320,20200426,20200508,20200503,25560,1,6,SO44456,413.15,699.1
311,20200427,20200509,20200504,28196,1,100,SO44457,"2,171.29",3578.27
314,20200427,20200509,20200504,28247,1,100,SO44458,"2,171.29",3578.27
314,20200427,20200509,20200504,28288,1,100,SO44459,"2,171.29",3578.27
334,20200427,20200509,20200504,20150,1,98,SO44460,413.15,699.1
313,20200427,20200509,20200504,17918,1,6,SO44461,"2,171.29",3578.27
311,20200428,20200510,20200505,14155,1,98,SO44462,"2,171.29",3578.27
332,20200428,20200510,20200505,19340,1,29,SO44463,413.15,699.1
314,20200428,20200510,20200505,22120,1,19,SO44464,"2,171.29",3578.27
320,20200428,20200510,20200505,14613,1,100,SO44465,413.15,699.1
334,20200428,20200510,20200505,26640,1,19,SO44466,413.15,699.1
346,20200428,20200510,20200505,11070,1,6,SO44467,"1,912.15",3399.99
351,20200428,20200510,20200505,11075,1,6,SO44468,"1,898.09",3374.99
314,20200428,20200510,20200505,17734,1,6,SO44469,"2,171.29",3578.27
313,20200428,20200510,20200505,17735,1,6,SO44470,"2,171.29",3578.27
322,20200428,20200510,20200505,25561,1,6,SO44471,413.15,699.1
312,20200429,20200511,20200506,13685,1,29,SO44472,"2,171.29",3578.27
312,20200429,20200511,20200506,28255,1,100,SO44473,"2,171.29",3578.27
330,20200429,20200511,20200506,14601,1,100,SO44474,413.15,699.1
345,20200429,20200511,20200506,11101,1,6,SO44475,"1,912.15",3399.99
314,20200429,20200511,20200506,17913,1,6,SO44476,"2,171.29",3578.27
310,20200429,20200511,20200506,17922,1,6,SO44477,"2,171.29",3578.27
314,20200429,20200511,20200506,17726,1,6,SO44478,"2,171.29",3578.27
350,20200430,20200512,20200507,29391,1,29,SO44479,"1,898.09",3374.99
350,20200430,20200512,20200507,25891,1,100,SO44480,"1,898.09",3374.99
347,20200501,20200513,20200508,29448,1,29,SO44571,"1,912.15",3399.99
314,20200501,20200513,20200508,28664,1,100,SO44572,"2,171.29",3578.27
347,20200501,20200513,20200508,25917,1,100,SO44573,"1,912.15",3399.99
349,20200501,20200513,20200508,11107,1,6,SO44574,"1,898.09",3374.99
344,20200501,20200513,20200508,11110,1,6,SO44575,"1,912.15",3399.99
313,20200501,20200513,20200508,28660,1,100,SO44576,"2,171.29",3578.27
314,20200502,20200514,20200509,28667,1,100,SO44577,"2,171.29",3578.27
314,20200502,20200514,20200509,28653,1,100,SO44578,"2,171.29",3578.27
312,20200502,20200514,20200509,28662,1,100,SO44579,"2,171.29",3578.27
314,20200503,20200515,20200510,13782,1,29,SO44580,"2,171.29",3578.27
348,20200503,20200515,20200510,11108,1,6,SO44581,"1,898.09",3374.99
346,20200503,20200515,20200510,11134,1,6,SO44582,"1,912.15",3399.99
310,20200503,20200515,20200510,18210,1,6,SO44583,"2,171.29",3578.27
313,20200504,20200516,20200511,28671,1,100,SO44584,"2,171.29",3578.27
312,20200504,20200516,20200511,28790,1,100,SO44585,"2,171.29",3578.27
314,20200504,20200516,20200511,28794,1,100,SO44586,"2,171.29",3578.27
311,20200504,20200516,20200511,28627,1,100,SO44587,"2,171.29",3578.27
342,20200504,20200516,20200511,26683,1,19,SO44588,413.15,699.1
346,20200504,20200516,20200511,11104,1,6,SO44589,"1,912.15",3399.99
310,20200505,20200517,20200512,13795,1,29,SO44590,"2,171.29",3578.27
330,20200505,20200517,20200512,17987,1,39,SO44591,413.15,699.1
314,20200505,20200517,20200512,28761,1,100,SO44592,"2,171.29",3578.27
313,20200505,20200517,20200512,28645,1,100,SO44593,"2,171.29",3578.27
310,20200505,20200517,20200512,18250,1,6,SO44594,"2,171.29",3578.27
345,20200505,20200517,20200512,11124,1,6,SO44595,"1,912.15",3399.99
313,20200505,20200517,20200512,18238,1,6,SO44596,"2,171.29",3578.27
310,20200506,20200518,20200513,12290,1,39,SO44597,"2,171.29",3578.27
348,20200506,20200518,20200513,29400,1,29,SO44598,"1,898.09",3374.99
310,20200506,20200518,20200513,28792,1,100,SO44599,"2,171.29",3578.27
314,20200506,20200518,20200513,18243,1,6,SO44600,"2,171.29",3578.27
345,20200506,20200518,20200513,11117,1,6,SO44601,"1,912.15",3399.99
314,20200507,20200519,20200514,14702,1,98,SO44602,"2,171.29",3578.27
342,20200507,20200519,20200514,20167,1,98,SO44603,413.15,699.1
322,20200507,20200519,20200514,19364,1,29,SO44604,413.15,699.1
314,20200507,20200519,20200514,28672,1,100,SO44605,"2,171.29",3578.27
313,20200507,20200519,20200514,28772,1,100,SO44606,"2,171.29",3578.27
310,20200507,20200519,20200514,28774,1,100,SO44607,"2,171.29",3578.27
313,20200507,20200519,20200514,18200,1,6,SO44608,"2,171.29",3578.27
311,20200507,20200519,20200514,18220,1,6,SO44609,"2,171.29",3578.27
